date,employee_title,location,employee_status,review_title,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Wed Aug 26 2020, Senior Analyst Developer,Istanbul,Former Employee ,One of the best airline companies,0,"Travel around the world with pass tickets
","Same as other in-house companies
Helpfu",,4.0,4.0,5.0,3.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Wed Sep 09 2020, Avionics Technician,Istanbul,Current Employee ,Galley Equipments Workshop,0,"Cheap flights all over the world.
","Cheap labor, almost impossible to promote.
Helpfu",,3.0,5.0,4.0,3.0,4.0,2.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Fri Aug 14 2020, IT Project Manager,Istanbul,Current Employee ,The best airline,0,"Business lounge is the best in the world, competitive prices
","They don't have First Class ticket :)
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Neutral Outlook,Approves of CEO
Tue Aug 11 2020, Airline Pilot,Istanbul,Current Employee ,Turkish Airlines Pilot Program,0,"Good working conditions, good salary
","Overworking about five to ten hours per month
Advice to Management
Higher salary
Helpfu","Higher salary
Helpfu",4.0,3.0,5.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Thu Aug 06 2020, Software Developer,Istanbul,Current Employee ,Mehmet Cuneyt Dalan,0,"One of the most important companies in Turkey.
","Being a corporate company can sometimes turn into a disadvantage.
Helpfu",,5.0,,,,,,,,
Sun Aug 16 2020,Anonymous,,Current Employee ,They Expect Ownership But..,0,"Domestic and international travel discounts.
","Where to start? Management doesn't care about IT. No budget for employee training. You could be given more responsibility but not more salary.
Helpfu",,2.0,4.0,3.0,1.0,3.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Fri Aug 14 2020, Air Traffic Controller,Istanbul,Current Employee ,Flag carrier,0,"Very big and possible upgrades
","Currency Effenct on salaries questİon mark
Helpfu",,3.0,3.0,3.0,3.0,3.0,3.0,Recommends,Positive Outlook,Approves of CEO
Fri Aug 14 2020, Air Traffic Controller,Istanbul,Current Employee ,Flag carrier,0,"Very big and possible upgrades
","Currency Effenct on salaries questİon mark
Helpfu",,3.0,3.0,3.0,3.0,3.0,3.0,Recommends,Positive Outlook,Approves of CEO
Sat Aug 08 2020, Marketing Specialist,Istanbul,Former Employee ,Not a private company,0,"benefits and compensations and not bad salary,
","working atmoshpher but extremely poor management,
Helpfu",,3.0,3.0,1.0,3.0,4.0,2.0,,,
Sun Jul 19 2020, Software Developer,"Ottawa, ON",Current Employee ,Awesome company,0,"I really enjoyed working with Turkish Airlines
","It was a interesting time for me working there
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Wed Jul 01 2020, Director,Istanbul,Former Employee ,It was the best exprience of my life,0,"Travel around the world and enjoy doing your work
","They are pretty professional worldwide company
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Fri Jun 19 2020, Aircraft Maintenance Technician,Istanbul,Former Employee ,Only place that you can find a good job in Turkey,0,"It's all good. The good starting point for your career in aviation
","Working against ground time and delays. Oh boi.
Helpfu",,5.0,5.0,4.0,5.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Wed Jun 10 2020, Software Developer,Istanbul,Current Employee ,Good Place,0,"high Salary with good reputation
","Too much bureucracy and no career improvement
Helpfu",,5.0,,,,,,,,
Fri May 29 2020, Finance Manager,Istanbul,Current Employee ,I've been working for Turkish Airlines for a year.,0,"Great side benefits and competitive salary
","Too much bureaucracy and hierarchy.
Helpfu",,3.0,,,,,,,,
Thu May 07 2020, Cabin Crew,Istanbul,Current Employee ,An attendant,0,"Huge social opportunities, to discover the world and learn new cultures
","irregular sleep time different person every flight and passenger problems
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Fri May 08 2020, Marketing Representative,,Former Employee ,No consideration at all. Inhuman. Racist.,1,"Reduced price ticket, on waiting list. Ultimately, you can't take advantage of it and you can almost never get on the plane because you're on the waiting list.
","Moral harassment, humiliation and disrespect.
Racism towards non Turkish people and local staff.
No prospect of evolution if you are not someone's friend, son or brother.
The chiefs succeed in having their position only by piston and knowledge. If you don't know anyone, you don't grow.
Dishonest.
Spirit of dictatorship and especially not daring to go against what a leader says. Zero management, the chefs are apprentices, they have no level and are there by knowledge. A show-off company, with gold on the outside but rotten on the inside.
Advice to Management
You don't deserve your status and your places. You are all boosted
Put people who deserve their place, stop putting people by knowledge.
Stop the piston, stop racism, stop this management of dictatorship. You are not sultans and we are not going to lick your boots.
Helpful (1","You don't deserve your status and your places. You are all boosted
Put people who deserve their place, stop putting people by knowledge.
Stop the piston, stop racism, stop this management of dictatorship. You are not sultans and we are not going to lick your boots.
",1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Sat Mar 21 2020, Sales Traffic Agent,,Current Employee ,Sales & Marketing responsibilities.,0,"Flight benefits if there are available seats on the plane
","Zero career development, discrimination between Turkish citizens and local staff, Turkish citizens get paid high and have prospective positions although they don't have the required background. You will need to do your own job, your manager's job and GM's job, you will need to teach your manager and GM continuously and may engage with many other responsibilities not related with your title. If you are a person with a strong educational and experience background, this place is not for you.
Advice to Management
Stop bureaucracy, stop discrimination, value your employees, create job opportunities for those who deserve.
Helpfu","Stop bureaucracy, stop discrimination, value your employees, create job opportunities for those who deserve.
Helpfu",2.0,1.0,1.0,1.0,2.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Sun Mar 08 2020,Anonymous,,Current Employee ,Company Culture Stuck in the Ottoman Empire,0,"Pays well; flies to a diverse range of international destinations
","No real work-life balance; you feel like just another cog in the machine (not an integral part of the company); older captains are still being treated like sultans (infallible and unquestionable) and crm breaks down in the cockpit too much because of this.
Advice to Management
Don't treat your employees like replaceable human chattel. There is a reason why the company has become less and less profitable and not as internationally competitive as it was in the past. And it's got nothing to do with how you treat your passengers.
Helpfu","Don't treat your employees like replaceable human chattel. There is a reason why the company has become less and less profitable and not as internationally competitive as it was in the past. And it's got nothing to do with how you treat your passengers.
Helpfu",2.0,,,,,,,,
Fri Mar 06 2020, Office,Istanbul,Former Employee ,better than nothing,0,"salary is better than average
","no way you can promote unless you have friends in higher places in government
Helpfu",,2.0,4.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Sun Jan 26 2020, Flying Chef,Istanbul,Current Employee ,Good Benefits,0,"Good salary and benefits you may get
","Company management is an unbelievable level of unprofessional
Helpfu",,4.0,3.0,4.0,3.0,4.0,3.0,Recommends,Positive Outlook,No opinion of CEO
Fri Feb 07 2020, Junior Data Scientist,Istanbul,Current Employee ,Fair,0,"Tickets, private health insurance, lots of travel
","Work Environment, colleagues, managers, distance to town
Helpfu",,2.0,4.0,2.0,2.0,3.0,1.0,Recommends,Neutral Outlook,Approves of CEO
Thu Jan 16 2020, Community Support Services,Istanbul,Current Employee ,"Work, work, work, work, work...",0,"Global Company but that's all.
","Too many to talk about.
Advice to Management
Change!
Helpfu","Change!
Helpfu",4.0,5.0,3.0,3.0,4.0,3.0,,,
Wed Jan 15 2020, Sales Manager,,Current Employee ,Sales Manager,0,"Nice Work Enviroment, Nice Colleagues
","Workload, Seniority, , Less Career Improvement
Helpfu",,3.0,5.0,3.0,2.0,3.0,3.0,,,
Mon Jan 13 2020, Consulting Engineering Planner,,Current Employee ,There is room for improvement,0,,"lting Engineering Planner 
Neutral Outlook
No opinion of CEO
I have been working at Turkish Airlines full-time
Pros
International Company. Good potential.
Cons
Mostly all managers are expats with little or no knowledge of local work ethics, culture or ways of doing business. Managers skills are often lower than of the junior employees.
Advice to Management
Be more ethical and respectful.
Helpfu","Be more ethical and respectful.
Helpfu",3.0,2.0,3.0,3.0,3.0,1.0,Neutral Outlook,,No opinion of CEO
Tue Dec 24 2019,Anonymous,,Current Employee ,Airworthiness Specialist,0,"Professional job atmosphere, high salary, fair working hours
","extended paperwork, dull routine hours
Helpfu",,4.0,3.0,4.0,4.0,5.0,3.0,Recommends,Neutral Outlook,Approves of CEO
Thu Dec 19 2019, Corporate Account Manager,"London, England",Current Employee ,I have been working at Turkish Airlines full-time,0,"Overall the best thing is the salary you can get while maintaining a healthy work life balance”
","Compensation package is not competitive versus overall market
Advice to Management
Very lean structure/Nepotism
Helpfu","Very lean structure/Nepotism
Helpfu",4.0,4.0,3.0,3.0,3.0,3.0,Recommends,Positive Outlook,Approves of CEO
Thu Dec 26 2019, Flight Attendant,,Former Employee ,Hardwork,0,"It is the best airline in Turkey
","You have not particular working times.
Helpfu",,3.0,2.0,3.0,3.0,4.0,3.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Thu Dec 12 2019, Occupational Health and Safety Advisor,,Former Employee ,Great place to be working at on the surface,0,"Free or discounted flight tickets, bonus schemes (4 times a year), working in a highly commercialised environment (government working rules are abided by)
","Management, Extreme Hierarchy, lack of respect to juniors' ideas/work (dependant on the department), lack of freedom, close to improvement
Advice to Management
Management needs to trust and listen more to its employees in order to grow as a team.
Helpfu","Management needs to trust and listen more to its employees in order to grow as a team.
Helpfu",2.0,4.0,1.0,1.0,5.0,1.0,Doesn't Recommend,,No opinion of CEO
Thu Dec 05 2019, Business Analyst,Istanbul,Current Employee ,Good for work/life balance,0,"Flight tickets are cheap. 20 Days free in a year
","You do not upgrade even you are successfull
Helpfu",,3.0,5.0,4.0,1.0,3.0,1.0,Doesn't Recommend,Neutral Outlook,
Fri Nov 01 2019,N/A,Nicosia,Sales and Ticketing Agent in Nicosia,Just an experience in aviation,0,"Free or discounted tickets and we'll known company
","Working times and small salary
Advice to Management
Salary is very small
Helpfu","Salary is very small
Helpfu",3.0,2.0,2.0,3.0,4.0,1.0,Doesn't Recommend,Negative Outlook,Approves of CEO
Sat Oct 26 2019,Anonymous,Istanbul,Former Employee ,Can be better,0,"Great benefits (pto, tickets), friendly environment
","Upper level management is not connected to the lower levels, no career path , no performance management, little room for personal growth
Helpfu",,3.0,5.0,3.0,1.0,4.0,1.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO
Mon Sep 09 2019, Senior Java Developer,Istanbul,Current Employee ,Good Place To Work,0,"Working here for 5+ years.
Has flight, car rental, hotel opportunities.
Friendly environment.
","No carreer path
Very strict working hours
Helpfu",,4.0,4.0,3.0,2.0,4.0,2.0,Recommends,Neutral Outlook,No opinion of CEO
Thu Sep 05 2019, Software Engineer,Istanbul,Current Employee ,working at Turkish Airlines as a software engineer,0,"Reliable job and extra benefit like free airline tickets
","hierarchical system can be boring
Helpfu",,4.0,4.0,4.0,2.0,5.0,2.0,Recommends,Positive Outlook,Approves of CEO
Tue Sep 03 2019, Cargo Manager,,Former Employee ,"Dynamic,Fast growing,Future opportunities",0,"People working in this company is very friendly. The environment is always good.
","Downside changes up to peoples goal of life. Generally, big companies have a slow-motion of decision making.
Helpfu",,5.0,2.0,3.0,5.0,3.0,2.0,Recommends,Positive Outlook,Approves of CEO
Mon Sep 09 2019, Aircraft Maintenance Technician,,Current Employee ,Turkish airlines,0,"it is big company and has many different opportunities for employee. Also friendly worker.
","Salary is so less. Also employees are not enough.
Helpfu",,3.0,,,,,,,,
Sun Aug 18 2019, Sales Representative,,Current Employee ,Meh,0,"Cheap ticket on standby on a lot flights
","not that good if you don't speak turkish and no evolution
Helpfu",,2.0,,,,,,,,
Sun May 05 2019, Flight Instructor,,Former Employee ,Flight instructor,0,"The Coast of living in turkey
","Dont have flight tickets
Helpfu",,4.0,5.0,3.0,4.0,3.0,4.0,Recommends,Positive Outlook,Approves of CEO
Tue Apr 30 2019, Aircraft Maintenance Technician,,Current Employee ,Aircraft Maintenance Technician,0,"Friendly Enviroment and good Management
","Internal transportation
Long procedures for recruitment
Helpfu",,4.0,,,,,,,,
Wed May 08 2019,Anonymous,,Current Employee ,Cargo officer,2,"Easy work and no extra hours
","No career path, doing same thing all the time
Helpful (2",,2.0,5.0,2.0,1.0,3.0,2.0,Doesn't Recommend,Negative Outlook,Approves of CEO
Mon May 20 2019, Marketing Coordinator,Nairobi,Current Employee ,"Excellent in record management, complaint handling resolution and public administration.",1,"An environment you can work freely
","No growth, No motivation, No challenges
Helpful (1",,1.0,5.0,1.0,1.0,1.0,,,,
Sun Apr 21 2019, Cabin Crew,"Kavaklı, Istanbul",Current Employee ,Mehhh,1,"It is relatively good pay in Turkey,adventurous life style
","Short layovers, worsening working conditions etc
Helpful (1",,3.0,,,,,,,,
Mon Apr 15 2019,Anonymous,,Former Employee ,A NEW VIEW OF TURKISH AIRLINES,1,"Good benefits and good flight opportunities
","All politically promoted peoples' living place
Helpful (1",,2.0,2.0,,,,,,,
Wed Mar 13 2019, Operation Agent,,Current Employee ,Kind of good,0,"personnel transportation, ticket discounts, stress-less work area
","hard to improve yourself, istanbul
Helpfu",,4.0,3.0,3.0,4.0,4.0,4.0,Recommends,Positive Outlook,
Fri Mar 08 2019, Revenue Management Analyst,,Current Employee ,Better than average for Turkish company,0,"Better than average for Turkish company
","less importance to workers development
Helpfu",,4.0,,,,,,,,
Wed Mar 13 2019, Social Media Specialist,Istanbul,Current Employee ,"This job is not directly related to Turkish Airlines, as it is operated by a marketing agency.",0,"No overtime
Flexible environment
Young employee profile 
Fairly easy job
High food ticket pay
Easy to communicate with managers
","No opportunity to excel
Boring at times
Very low salary
No need for specific education
Low prestige
24/7 work, 4 shifts
Advice to Management
The salarier could be higher.
Helpfu","The salarier could be higher.
Helpfu",2.0,3.0,2.0,2.0,2.0,1.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Tue Feb 12 2019, Business Analyst,,Current Employee ,not bad,0,"good salary, health insurance, social facilities
","terrible lunch and strict rules
Helpfu",,4.0,3.0,3.0,4.0,4.0,2.0,Recommends,Positive Outlook,Approves of CEO
Wed Mar 06 2019, Engineer,Istanbul,Former Employee ,Lost in Political Atmosphere,1,"Really cheap flights for staff
Nice office
","No chance for career raise unless you know a minister or an important person from Turkish Government
Advice to Management
Please keep this in your minds that you are temporary but Turkish Airlines is a brand -hopefully- will stand forever
Helpful (1","Please keep this in your minds that you are temporary but Turkish Airlines is a brand -hopefully- will stand forever
",1.0,4.0,2.0,2.0,4.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Wed Mar 06 2019, Engineer,Istanbul,Former Employee ,Lost in Political Atmosphere,1,"Really cheap flights for staff
Nice office
","No chance for career raise unless you know a minister or an important person from Turkish Government
Advice to Management
Please keep this in your minds that you are temporary but Turkish Airlines is a brand -hopefully- will stand forever
Helpful (1","Please keep this in your minds that you are temporary but Turkish Airlines is a brand -hopefully- will stand forever
",1.0,4.0,2.0,2.0,4.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Mon Jan 14 2019, Cabin Attendant,Istanbul,Current Employee ,cabin attendant,0,"globally known company. there are more destinations than any other airlines to go by.
","low salaries comparing to other known airlines.
Helpfu",,5.0,3.0,5.0,2.0,3.0,3.0,Recommends,,Approves of CEO
Fri Dec 21 2018,Anonymous,,Current Employee ,Part time clerk,0,"lots of spirit of sharing
","the salary for part times
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Thu Dec 27 2018,Anonymous,Istanbul,Former Employee ,Fuel Supervisor,0,"international business and exprience, lots of diverse department
","unqualified managers, awful hr, unbalanced salary policy
Helpfu",,2.0,2.0,1.0,2.0,3.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Sun Dec 02 2018, Software Tester,Istanbul,Current Employee ,for turkish people it is good,0,"good brand
good salary for beginners
good salary for experienced people
","hard to go up if you start a beginner
Advice to Management
people scare about their career path
Helpfu","people scare about their career path
Helpfu",4.0,4.0,3.0,3.0,4.0,3.0,Recommends,Neutral Outlook,Approves of CEO
Tue Dec 04 2018,Anonymous,,Current Employee ,Working in Turkish Airlines,0,"Free staff tickets and discounted accomodation
","No career opportunities and path
Helpfu",,3.0,3.0,3.0,1.0,3.0,3.0,,,
Tue Nov 20 2018,N/A,, ,Internship,1,"You will have the opportunity to learn about one of the biggest airlines and how airlines works.
","Poor organizational skills and poor HR
Advice to Management
They should improve their HR
Helpful (1","They should improve their HR
",3.0,4.0,3.0,3.0,4.0,3.0,Doesn't Recommend,Positive Outlook,Disapproves of CEO
Sun Nov 04 2018, Engineer,Istanbul,Former Employee ,No meritocracy,3,"Better salary than most turkish companies
Benefits 
Standby tickets
","No meritocracy 
People are promoted based on their relationship to government or AKP
Most managers are selected from religious high schools graduates
Helpful (3",,3.0,5.0,3.0,1.0,4.0,1.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO
Sun Oct 21 2018,N/A,Istanbul,Systems Administrator in Istanbul,I worked for network and security department.,0,"free pass tickets and health insuarence.
","unmotivated management periods and political relations.
Helpfu",,3.0,3.0,1.0,2.0,2.0,1.0,Recommends,Neutral Outlook,No opinion of CEO
Sun Oct 14 2018, Specialist,Istanbul,Former Employee ,Too political,2,"**If you are a Turkish citizen, who has never seen the world before, this is a great place to work as you can travel around the world and get visas easily.
**Also if you support the ruling party AKP (Erdogan's political party) and know some people close to AKP leaders, you can get promoted without having the leadership or technical skills required for the position
","**No career path (HR is manipulating the assessment results based on your political view
**No privacy (Management and HR can blackmail you, if they see you with different women in cafes/restaurants. Same will apply if you have been seen in a bar drinking alcohol)
Advice to Management
Don't blackmail employees and don't do a systematic mobbing on secular minded Turkish employees who does not support Erdogan
Helpful (2","Don't blackmail employees and don't do a systematic mobbing on secular minded Turkish employees who does not support Erdogan
",2.0,2.0,1.0,1.0,2.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Sat Aug 25 2018, Cabin Crew,Istanbul,Current Employee ,good benefits,0,"cheap ticket,best hotel layover, excellent salary
","political things in company and you can't share anything about what you are thknking because best way to be peacful.
Helpfu",,5.0,4.0,5.0,5.0,5.0,3.0,Recommends,Positive Outlook,No opinion of CEO
Fri Aug 17 2018, Passenger Service Agent,"Gaziemir, Izmir",Current Employee ,"Im a passenger service agent at TGS, the Ground service of Turkish airlines.",0,"İts fun, and the salary is nice.
","You have to be passionate.
Advice to Management
None
Helpfu","None
Helpfu",5.0,2.0,1.0,5.0,5.0,2.0,Recommends,Positive Outlook,Approves of CEO
Tue Aug 14 2018, Specialist,Pendik,Current Employee ,Good condition for Turkey's Standards,0,"Good working conditions for Turkey's standard
","No performance calculation, standard salary. Salary is lower than private companies.
Advice to Management
There should be performance calculation and motivation by increasing salary.
Helpfu","There should be performance calculation and motivation by increasing salary.
Helpfu",4.0,4.0,3.0,2.0,4.0,4.0,Recommends,Negative Outlook,Approves of CEO
Tue Jun 26 2018, Specialist,Istanbul,Current Employee ,Specialist,0,"Almost doubled salary once in every tree months
","There is never loyalt regarding merit
Advice to Management
Loyalty makes your best among others
Helpfu","Loyalty makes your best among others
Helpfu",5.0,4.0,3.0,3.0,4.0,2.0,Recommends,,Disapproves of CEO
Mon Jun 18 2018,Anonymous,,Current Employee ,nice company to fly,0,"flag carrier airline company of turkey
","heavy duty and flight time
Helpfu",,5.0,3.0,4.0,4.0,4.0,3.0,Recommends,,Approves of CEO
Mon Jun 18 2018, Office Clerk,,Current Employee ,It is a corporate firm which care their employees.,0,"Free food, tea and all stuff. Clean working conditions. Good salary. Kind managers.
","Boring for creative people. Hierarchical.
Advice to Management
You are very kind to your managers but please let your personnel personalize their work.
Helpfu","You are very kind to your managers but please let your personnel personalize their work.
Helpfu",5.0,2.0,5.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Wed May 30 2018,Anonymous,,Current Employee ,ehh,0,"benefits
easy job
dynamic environment
flexible working hours
","management
lack of evaluation
inadequate delegation of authorities
Advice to Management
no
Helpfu","no
Helpfu",4.0,5.0,3.0,2.0,4.0,2.0,Recommends,Positive Outlook,
Thu May 24 2018, Business Development,Nairobi Hill,Current Employee ,Business Development,0,"Free Tickets
Relaxed working environment
Great culture
","Minimal personal growth
Communication mostly in Turkish
Lack of work and life balance
Advice to Management
Great place to work as a start of your aviation career, however, because of it's restricted personal growth and lack of basic appraisal system it's challenge to grow.
Helpfu","Great place to work as a start of your aviation career, however, because of it's restricted personal growth and lack of basic appraisal system it's challenge to grow.
Helpfu",3.0,2.0,1.0,1.0,1.0,1.0,Recommends,,No opinion of CEO
Mon May 07 2018, Economic Analyst,"Tabrīz, East Azarbaijan",Current Employee ,imami istanbul,0,"i like work on specialty field
","i like work on a great company with fresh environment.
Helpfu",,4.0,4.0,4.0,3.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Mon May 07 2018,Anonymous,,Current Employee ,Sales agent,0,"Unlimited discounted tickets, multicultural environment
","Not found any major downside
Helpfu",,4.0,5.0,3.0,1.0,4.0,3.0,Recommends,,
Mon May 07 2018,Anonymous,,Current Employee ,Sales agent,0,"Unlimited discounted tickets, multicultural environment
","Not found any major downside
Helpfu",,4.0,5.0,3.0,1.0,4.0,3.0,Recommends,,
Wed May 09 2018,N/A,, ,Good Travel Benefits,0,"You travel a lot while you work there.
","It has a mentally draining work place.
Helpfu",,3.0,,,,,,,,
Fri Apr 06 2018,Anonymous,Istanbul,Former Employee ,Too much politics,1,"- It's one of Turkey's best employer with a prestige image
- Growing fast
- lots of benefits such as high salary (compared to Turkey's average), shuttle service to and from work, free lunch, free bank account, cheaper flight tickets
","- too much politics going on. No career opportunities if you don't have the right contacts. Connection is more important than skills.
- not very international although it is a big brand. Most of the managers don't even speak english.
- very low salary if convert to USD.
Helpful (1",,3.0,3.0,4.0,2.0,2.0,1.0,Doesn't Recommend,Neutral Outlook,Approves of CEO
Tue Apr 03 2018, Manager,,Current Employee ,disappointment,4,"Free staff tickets, work/life balance, good salary
","No career path, political recruitment and career policies, executives with narrow vision, limited communication skills of management, unhappy managers and senior employees
Helpful (4",,2.0,4.0,3.0,1.0,3.0,2.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Sat Mar 24 2018,Anonymous,,Current Employee ,You're the best if you vote for my political party,2,"Good health insurance, free tickets
","Can't get any promotion unless you are a member of the ruling political party
Helpful (2",,3.0,,,,,,,,
Sat Mar 10 2018,Anonymous,,Current Employee ,Good for a first experience in aviation,0,"Good experience overall, with nice training opportunities. 
Work on very various duties. Great for a first experience in aviation.
Travel benefits.
","Old school management style.
No opportunities for career growth except if you know an influent person on top management.
Helpfu",,4.0,3.0,4.0,1.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO
Wed Feb 28 2018, Accounting Supervisor,Istanbul,Former Employee ,Accounting Supervisor,0,"Social Extras, Lunch Hall, Cafeteria, Restfull, Shuttle Bus
","Political Activities Much, string-pulling, Lazy Colleqs,Daily Activies all same
Helpfu",,5.0,5.0,4.0,1.0,3.0,4.0,Recommends,Positive Outlook,Approves of CEO
Tue Feb 06 2018,Anonymous,,Current Employee ,Salary,0,"Tickets and some hotels agreement
","Salary and ongoing promise is bad
Helpfu",,3.0,,,,,,,,
Sat Jan 06 2018, Airlines Representative,Moscow,Current Employee ,Airlines representative,0,"Good salary, good attitude to employees from managers and company, lots of interesting courses in Turkish Aviation Academy. No control of every employee step.
","Difficult for non-Turkish people to build up a career in company. Too many working hours, espicially during high season even for yong and strong staff.
Helpfu",,5.0,4.0,5.0,3.0,5.0,5.0,Recommends,Positive Outlook,
Tue Feb 06 2018, Engineer,Istanbul,Former Employee ,good benefits well paid but not happy,1,"good fly and health benefits. well paid.
","don't expect to much. just do your job
Helpful (1",,1.0,5.0,1.0,1.0,5.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Tue Dec 26 2017, Specialist,Istanbul,Current Employee ,Great Experience but No Career Path,1,"Opportunity to learn a lot about the industry and gain experience
Exclusive Trainings
Industry Standard Salary
Extensive Benefits 
Health Insurance
Discounted Air Travel
","No career path is provided.
Very little chance to get promoted without referral from top management or high government officials even though you work really hard and have great achievements.
Competence and merit is not taken into consideration for getting promoted and this cause a very poor level of management.
Helpful (1",,3.0,4.0,3.0,1.0,4.0,1.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Sun Dec 03 2017, Senior Business Analyst,Istanbul,Current Employee ,Need to consider twice based on expectations,0,"Extra benefits like cheap flight tickets, permit for excused leave, friendly working environment
","No performance management and no career path defined in the company
Advice to Management
Fair promotions, need to hire qualified employees, review and change of current management
Helpfu","Fair promotions, need to hire qualified employees, review and change of current management
Helpfu",3.0,4.0,4.0,1.0,4.0,2.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO
Sun Nov 19 2017, Sales Manager,Istanbul,Current Employee ,"good company coo, culture",0,"it is easy to earn money here
","it is difficlut to have one month leave
Advice to Management
give some leave to employees who work hard
Helpfu","give some leave to employees who work hard
Helpfu",4.0,4.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Wed Dec 20 2017,Anonymous,,Former Employee ,Flight Attendant,0,"to have chance to travel easy other countries and meet different cultures.
","easy to catch illness at work and hard to get rest especially after long and night flights.
Helpfu",,1.0,,,,,,,,
Tue Nov 21 2017, Cost Controlling Specialist,Istanbul,Current Employee ,Cost Controlling Specialist,0,"-Prestigious & strong brand value
-Almost no overtime working
-Cheap flight tickets
-Private health insurance
-Transportation and lunch provided
","-Lacking of personnel's career development
-Career opportunities are limited
-First years salaries are limited
-Working hours are not flexible
Helpfu",,3.0,3.0,2.0,2.0,3.0,2.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Mon Oct 23 2017,Anonymous,,Current Employee ,flight attendant,0,"high salary,luxury life style,benefit ,early retirement,meet new cultures
","working hours,risk,health, seafty, dress up uniform
Helpfu",,4.0,1.0,5.0,2.0,4.0,3.0,Disapproves of CEO,,
Thu Oct 05 2017,Anonymous,,Current Employee ,pros and cons,0,"working at one of the best airlines in the world is definitely prestigious and advantageous
","employees / managers are not valued in terms of performance but personal and unprofessional approaches
Advice to Management
create commitment
Helpfu","create commitment
Helpfu",4.0,4.0,3.0,2.0,4.0,2.0,Recommends,Positive Outlook,Approves of CEO
Mon Sep 25 2017,Anonymous,Istanbul,Former Employee ,Typical local business culture with some benefits,0,"Benefits such as cheap flight tickets, promotions for employees are many and useful.
","There are a lot of managerial units which do similar jobs and job descriptions are not perfectly separated. Also employees have to complete many urgent duties given at the very last minute, to run the operation uninterrupted.
Advice to Management
Do not assign last minute urgent duties to employees, better organize.
Helpfu","Do not assign last minute urgent duties to employees, better organize.
Helpfu",3.0,4.0,2.0,3.0,5.0,3.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Fri Aug 25 2017, IT Specialist,Istanbul,Current Employee ,TK_Review,0,"Advantage is flight discount options
","there are Poor Tranining and Unfair Upgrading/Promotion system.
Helpfu",,3.0,3.0,2.0,1.0,5.0,2.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Sun Aug 20 2017,Anonymous,,Current Employee ,Poor staff happiness,1,"Great reputation, nice hotels and amenities on layovers and good salary compared to the sector
","Staff being treated poorly and the company doesn't give a damn thing. You are forced to work over the legal limits and most of the new recruits have no previous job experience let alone the aviation. The customer unfortunately is always right and you have to be always defending comfort over safety and security. Even the charter airlines care more about safety and security.
Helpful (1",,3.0,3.0,1.0,4.0,5.0,1.0,Doesn't Recommend,Negative Outlook,
Wed Aug 02 2017, IT Specialist,Istanbul,Current Employee ,Specialist,0,"Cheap Flight Ticket 
Relax working
","No much career opportunities 
inappropriate leading
Helpfu",,4.0,4.0,4.0,3.0,4.0,4.0,Recommends,Positive Outlook,No opinion of CEO
