date,employee_title,location,employee_status,review_title,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Fri Oct 23 2020, Customer Experience Specialist,Istanbul,Current Employee ,Best plase to work,0,"competitive salary, benefits, personal education
","can't be a manager easily
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Mon Nov 02 2020, Commercial Director/Sales,Kiev,Current Employee ,Tower Co - telecommunication infrastructure,0,"Ukrainian towers / DAS service provider with more than 1100 towers and 20 DAS, providing rent and construction services for mobile operators, ISP
","Strong strategy policy of HQ with business connection to lifecell
Helpfu",,4.0,,,,,,,,
Sat Oct 17 2020, Chief Customer Officer,Istanbul,Former Employee ,Perfect,0,"Best place to work for in the market
","All good and more then perfect
Helpfu",,5.0,5.0,5.0,5.0,5.0,,Recommends,Positive Outlook,Disapproves of CEO
Fri Oct 23 2020, Data Analytics Developer,Istanbul,Former Employee ,Review,0,"Good at Side benefits
phone and cellular
great work office and technology
","Salary not a competitive one
Helpfu",,4.0,4.0,3.0,3.0,4.0,4.0,Recommends,Positive Outlook,No opinion of CEO
Sat Oct 17 2020, Software Developer,Istanbul,Current Employee ,good place to start work life but not for 2+ years,0,"new gradiation program provides to meet so many young people as you and easy to work for first year
","salary and limitation on so many things
Advice to Management
increase salaries and make turkcell great again
Helpfu","increase salaries and make turkcell great again
Helpfu",3.0,4.0,3.0,3.0,4.0,4.0,Recommends,Neutral Outlook,No opinion of CEO
Mon Sep 28 2020, Senior Expert Engineer,Istanbul,Former Employee ,Senior Expert Engineer,0,"One of the best companies to work ın turkey
","heavy workload can interfere your work- life balance if not careful
Helpfu",,5.0,4.0,4.0,4.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO
Mon Oct 12 2020, Business Analytics Manager,Istanbul,Current Employee ,Business Analytics,0,"Leading telecom company and have big data to improve yourself
","Some duplicate business units waste your time
Helpfu",,4.0,5.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Tue Oct 13 2020, Director,Istanbul,Former Employee ,no,0,"best brand and the network in the country
","managed by incapable executives and ceo
Helpfu",,2.0,1.0,1.0,1.0,2.0,2.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO
Sat Oct 10 2020, Data Engineer,,Former Employee ,Not bad,0,"remote work possible one day in a week. (it was fully remote during the pandemic)
","salary is below the market.
Helpfu",,3.0,4.0,3.0,4.0,5.0,3.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Wed Sep 16 2020, Manager,Istanbul,Current Employee ,Turkcell,0,"One of the best company in Turkey
","Working Hours is more than expected
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Mon Sep 28 2020, Presales Manager,,Former Employee ,One of the best place to work in Turkey,0,"Fast paced, so much to learn both technical and non-technical aspect.
","Things are changing so quickly. You have to be able to keep up.
Helpfu",,4.0,2.0,5.0,4.0,3.0,4.0,Recommends,Positive Outlook,Approves of CEO
Mon Sep 28 2020, Lead Product Manager,Istanbul,Current Employee ,Good place to work in Turkey,0,"provides wide range of career opportunities
","Bogged too much into processes
Helpfu",,4.0,2.0,4.0,4.0,3.0,3.0,Recommends,Neutral Outlook,No opinion of CEO
Mon Sep 28 2020, Finance Director,Istanbul,Former Employee ,tcell,0,"great good better superior best employer
","should focus more on employee morale
Helpfu",,3.0,,,,,,,,
Mon Sep 21 2020, Data Scientist,,Former Employee ,"Lots of data, but lots of bureacracy",0,"Customers generate lots of data for analysis, there is a room for improvement of the analytics process (automatization, etc)
","Large company, has a lot of bureacracy, need 10 people to agree on simple stuff
Helpfu",,4.0,5.0,4.0,4.0,4.0,4.0,Doesn't Recommend,,
Mon Sep 21 2020, Network Security Engineer,Istanbul,Former Employee ,Good Company,0,"Corporate network, suitable to technical improvement.
","Salaries may be a little better
Helpfu",,4.0,1.0,2.0,4.0,3.0,3.0,Recommends,Neutral Outlook,Approves of CEO
Thu Sep 03 2020,Anonymous,,Former Employee ,None,0,"Brand Value is very powerful in Turkey.
","Internal competition is sometime very corrosive
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,No opinion of CEO
Tue Sep 01 2020, Data Analyst,Istanbul,Current Employee ,Organizational culture,0,"Enjoyable and always learning new things, opportunities for working new and actual technologies
","Slow business process and weak centered management
Helpfu",,5.0,4.0,5.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Tue Aug 18 2020, IT Systems Administrator,Istanbul,Current Employee ,Excellent team work,0,"good salary, good working team
","There are too much regulations.
Helpfu",,5.0,5.0,5.0,5.0,5.0,4.0,Approves of CEO,,
Sat Aug 15 2020, Engineer,,Current Employee ,Good,0,"Good chance for every managers
","Hours and hours working hard
Helpfu",,5.0,,,,,,,,
Fri Aug 28 2020, Program Manager,Istanbul,Former Employee ,INOVATIVE COMPANY,0,"Inovative, Employee Oriented, Flexable, Perfect Infrastructure
","Salaries, Competition between employees, lack of career opportunuties
Advice to Management
Keep going
Helpfu","Keep going
Helpfu",4.0,5.0,5.0,3.0,2.0,4.0,Recommends,Positive Outlook,Approves of CEO
Tue Aug 11 2020, Business Analyst,,Current Employee ,Good Telco Company,0,"Excellent employee profile, generous incentives, high tech products
","Almost nothing to about cons
Helpfu",,5.0,,,,,,,,
Mon Aug 24 2020, Senior Product Manager,Istanbul,Current Employee ,One of the best company to work in Istanbul,0,"flexible working hours
working with multi functional teams
","salary increase per year is not adequate
limited side benefits
Helpfu",,4.0,4.0,5.0,3.0,3.0,3.0,Recommends,Positive Outlook,No opinion of CEO
Fri Sep 11 2020, Presales Engineer,Istanbul,Former Employee ,Terrible,0,"Biggest TELCO in Turkey. Benefits are good.
","Terrible management in last 3 years
Helpfu",,1.0,4.0,1.0,1.0,4.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Mon Aug 17 2020, Sales Manager,Istanbul,Former Employee ,Bad management,0,"Good facilities and ok benefits
","Abusive and bad managers, government backyard
Helpfu",,2.0,3.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Fri Jul 31 2020, Senior Software Engineer,Istanbul,Former Employee ,Very nice work place,0,"Always work with newest tech stack
","In case of big organization, so many procedure
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Thu Aug 13 2020, Senior Product Manager,N/A,Former Employee ,Awful,0,"Corporate profits if can be counted
","Long hours if work and no appreciation
Helpfu",,2.0,1.0,1.0,1.0,2.0,1.0,Doesn't Recommend,Negative Outlook,
Mon Jul 27 2020, Data Engineer,Istanbul,Former Employee ,Tech School in Turkey,0,"You can learn new technologies in this company
","It is abig company, sometime it can be hard to see allover the project lifecycle
Helpfu",,5.0,5.0,4.0,4.0,4.0,4.0,Recommends,Neutral Outlook,No opinion of CEO
Thu Aug 06 2020, Prefer Not to Say,,Former Employee ,"Mostly nice people to work with, warm environment.",0,"People are mostly helpful, it is possible to learn and take new responsibilities.
","Relations are more important than working hard/smart.
Helpfu",,4.0,5.0,3.0,3.0,3.0,5.0,,,
Mon Jul 20 2020, Software Engineer ,Kiev,Current Employee ,Totally great company,0,"Best teams best leads best locations
","To much devisions for each unit
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Sat Aug 01 2020, Agile Project Manager,Minsk,Current Employee ,It worth,0,"World-wide experience in a product company, diversity of projects, people are valued
","Constantly changing business requirements and vision
Helpfu",,4.0,4.0,3.0,5.0,4.0,4.0,Recommends,Positive Outlook,No opinion of CEO
Sun Jul 05 2020, QA Analyst,Istanbul,Former Employee ,QA Analyst,0,"Turkcell is an international company, i have learned a lot of things at there.
","There is no career path
Helpfu",,5.0,5.0,5.0,2.0,5.0,5.0,,,
Sat Jun 27 2020, Customer Service Representative,Istanbul,Former Employee ,Peacesetter,0,"Nice environment, happy co-workers, multi benefits
","low salary, hard working, working under pressure
Helpfu",,5.0,,,,,,,,
Sat Jun 27 2020, Software Support Specialist,Istanbul,Former Employee ,Positive,0,"Good benefits, like fruit, gift, holiday
","noisy open office and complicated works
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Tue Jun 23 2020, Junior Software Developer,Istanbul,Former Employee ,In overall it is a good place to work,0,"It depends but generally relaxed, professional working environment
","Technical Debt, usage of old techs, slightly lower salary
Advice to Management
increase salaries, hire more successful people, reopen the Starbucks at the terrace :)
Helpfu","increase salaries, hire more successful people, reopen the Starbucks at the terrace :)
Helpfu",4.0,3.0,4.0,4.0,3.0,4.0,Recommends,,Approves of CEO
Sun Jun 21 2020, Specialist,N/A,Former Employee ,Great place to work,0,"technology is great, you can learn
","burocratic, very slow and hierarchic
Helpfu",,3.0,4.0,2.0,3.0,3.0,3.0,Doesn't Recommend,Positive Outlook,
Sun May 31 2020, Business Analyst,Istanbul,Current Employee ,About Turkcell,0,"comfortable, technology firm, free to use any technology
","too many titles from bottom to top
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,,,
Tue May 26 2020, Manager Software Development,Istanbul,Former Employee ,"if you want to learn and/or apply recent technology, stay away from this place!",0,"lunch, free transportation to the mosque on Fridays.
","No carrier planning, weak HR, ineffective management
Helpfu",,3.0,,,,,,,,
Mon Apr 27 2020, Fraud Specialist,Istanbul,Current Employee ,Great Place to Work Turkcell,0,"Positive People, Attractive Salary, Good place for personal growth
","Bad management, close to the government
Helpfu",,4.0,3.0,5.0,4.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO
Sun Apr 26 2020, Expert Engineer,Istanbul,Current Employee ,Life at Turkcell,0,"Lots of opportunities inside the company. Company is investing on technologies and new opputunities.
","Same problems as all the big corporate companies have.
Helpfu",,4.0,5.0,3.0,4.0,3.0,3.0,Recommends,Positive Outlook,
Wed Apr 22 2020, Fraud Specialist,Istanbul,Current Employee ,Turkcell,0,"Good starting salary, Flexible working, technology oriented company
","close minded managers, no extra fee for working overtime
Helpfu",,3.0,4.0,4.0,3.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Sat Apr 18 2020, Software Developer,,Current Employee ,Work,0,"It is good place to work
","Very busy, personal training and salary
Helpfu",,4.0,,,,,,,,
Sun Mar 15 2020, Senior Software Developer,Istanbul,Former Employee ,Tc,0,"flexible working hours, benefits and bonus, comfortable
","low salary, it's difficult to get promoted
Helpfu",,3.0,,,,,,No opinion of CEO,,
Tue Mar 10 2020, Planner,Istanbul,Former Employee ,not friendly to technical stuff,0,"salary education benefits experience wellknown
","competitive working hours not friendly to engineers management dont tell the truth
Advice to Management
be transparent
Helpfu","be transparent
Helpfu",3.0,2.0,1.0,3.0,4.0,1.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Mon Mar 02 2020, Financial Controller,,Former Employee ,Financial Controller,0,"Good salaries, Good conditions (enviroment for work)
","Difficult managers, hard to promote
Helpfu",,4.0,4.0,3.0,3.0,5.0,2.0,Recommends,Positive Outlook,Approves of CEO
Thu Feb 27 2020, Senior Strategy Analyst,"Maltepe, Istanbul",Current Employee ,good salary,0,"decent salary, good work life balance
","bad midlevel management, no career opportunity
Advice to Management
fire midlevel management
Helpfu","fire midlevel management
Helpfu",4.0,4.0,3.0,2.0,4.0,2.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO
Fri Feb 21 2020, Expert Software Engineer,Istanbul,Current Employee ,Good working conditions compared to other companies in Turkey.,0,"Salary, bonus packages and working conditions
","Bad career opportunities, weak management team
Helpfu",,4.0,5.0,3.0,2.0,4.0,3.0,Doesn't Recommend,Negative Outlook,No opinion of CEO
Wed Feb 05 2020, Developer,,Current Employee ,One of the best in Turkey,0,"very good benefits
flexible working hours
","hard to promote
constant organization changes
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,,,
Thu Feb 20 2020, Senior Software Engineer,Istanbul,Current Employee ,Sr. Software Engineer,0,"Good benefits
comfortable working place
remote option
","Frequent organizational changes
Limited career opportunities
Helpfu",,4.0,4.0,4.0,2.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Wed Jan 29 2020, Senior Business Systems Analyst,Istanbul,Current Employee ,%100 Perfect,0,"*satisfying salary , incredible bonuses
*working on satisfactory projects
","*Individual Life-work balance is not perfect
Helpfu",,5.0,3.0,4.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO
Tue Feb 11 2020,N/A,, ,Senior lead product manager,0,"the best local tech digital company in turkey
benefits
","frequently leader change
silos in the organization
Helpfu",,4.0,4.0,3.0,4.0,5.0,3.0,Recommends,Positive Outlook,
Thu Jan 02 2020, Presales Manager,Bursa,Former Employee ,Presales Manager,0,"well-established company, very strong financially
","bad managers and political pressure
Helpfu",,5.0,4.0,2.0,1.0,3.0,2.0,Doesn't Recommend,Positive Outlook,Disapproves of CEO
Mon Jan 13 2020, Software Engineer,Küçükyalı,Former Employee ,Moderate place to work,0,"Good financial status which you will feel safe.
","Different company culture where you will find hardworking and not working people together.
Helpfu",,2.0,2.0,3.0,3.0,3.0,2.0,Recommends,Positive Outlook,No opinion of CEO
Tue Jan 07 2020, Senior IT Auditor,Istanbul,Current Employee ,Life in Turkcell - Leader Telecom Operator,0,"Good work and life balance, 1 day a week home office, free sim card, phone, transport. 3-4 salary bonuses annually, depending on performance.
","Board - Management could be better.
Helpfu",,4.0,5.0,3.0,4.0,4.0,2.0,Recommends,Positive Outlook,Approves of CEO
Mon Dec 09 2019, Scrum Master,,Current Employee ,Scrum Master,0,"The best company in Turkey
","The biggest corporate company in Turkey
Helpfu",,5.0,,,,,,,,
Tue Nov 12 2019, Senior Technical Account Manager,,Current Employee ,Technical Account Manager for Enterprise Customers,0,"HR Side benefits, Flexible career path
","Hard to move a new company afterwards
Helpfu",,5.0,,,,,,,,
Mon Nov 18 2019, Senior Financial Controller,,Former Employee ,xx,0,"big company for Istanbul and Turkey
","too difficult to find right person
Helpfu",,2.0,2.0,2.0,2.0,3.0,2.0,,,
Thu Oct 31 2019, Software Engineer,,Current Employee ,Good place to work and have opportunities to enhance knowhow,0,"Nice increase in payment nice office
","Lot of work very busy
Helpfu",,5.0,1.0,3.0,5.0,3.0,2.0,Recommends,Positive Outlook,Approves of CEO
Thu Nov 14 2019, Team Lead,Istanbul,Former Employee ,International business prospects,0,"Used to have good quality of employees , not anymore
","Network effect ( should be part of a network )
Advice to Management
Be fair
Helpfu","Be fair
Helpfu",2.0,1.0,1.0,2.0,3.0,2.0,Neutral Outlook,,Disapproves of CEO
Tue Nov 12 2019, Radio Access Network Manager,İzmir,Former Employee ,Turkcell Manager Experience,0,"Good salary, benefits, healthcare and pension plan
","political games, supportive to government
Helpfu",,4.0,3.0,4.0,4.0,5.0,3.0,Recommends,Positive Outlook,Approves of CEO
Sun Nov 10 2019, Core Network Engineer,"Maltepe, Istanbul",Current Employee ,Best among the worst,0,"Turkcell is the best mobile operator you can work for in Turkey. Work environment is cozy and people are nice.
","No chance for self development. Workflows are so slow.
Advice to Management
Give employees more space to be creative
Helpfu","Give employees more space to be creative
Helpfu",3.0,4.0,3.0,3.0,4.0,3.0,Recommends,Negative Outlook,Disapproves of CEO
Tue Nov 05 2019, Business Analyst,Istanbul,Former Employee ,Business analyst at Turkcell,0,"Great benefits, great working environment , flexible working hours
","stressful work and 
low salaries compared to the market
Helpfu",,4.0,4.0,4.0,3.0,5.0,3.0,Recommends,Positive Outlook,Approves of CEO
Fri Oct 18 2019, Product Manager,Istanbul,Current Employee ,Productive and rewarding,0,"- working hours
- job scope 
- willing to distribute responsibility
","It’s a big company. Bureacracy could take more time of yours than you expect
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Sat Oct 12 2019, Senior Software Engineer,,Current Employee ,love to work here,0,"too many good benefits we have
","low salary than other technology companies give
Helpfu",,4.0,4.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Sun Sep 22 2019, Senior Data Engineer,,Former Employee ,Result-oriented ETL and Big Data Engineer with total of 9+ years experience,0,"Result-oriented ETL and Big Data Engineer with total of 9+ years experience, plus 3 years of
Machine Learning development experience.
","Result-oriented ETL and Big Data Engineer with total of 9+ years experience, plus 3 years of
Machine Learning
Helpfu",,5.0,,,,,,,,
Wed Sep 18 2019, Busineess Analyst,,Former Employee ,"Recursive tasks, nothing for creative minds.",0,"Stable job, good compensations, good people as colleagues.
","No career path, good relationships dominate promotion decisions.
Advice to Management
Be more flat, be more encouraging, be more fair.
Helpfu","Be more flat, be more encouraging, be more fair.
Helpfu",3.0,3.0,3.0,2.0,4.0,2.0,Approves of CEO,,
Tue Sep 10 2019,Anonymous,,Current Employee ,Very good company,0,"Catches up with all techonological trends
","Hard to change the mindset at technical side sometimes
Helpfu",,4.0,4.0,4.0,4.0,5.0,3.0,Recommends,Positive Outlook,Approves of CEO
