date,employee_title,location,employee_status,review_title,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Thu Aug 20 2020, Senior Software Engineer,Ankara,Former Employee ,Not Recommend,0,"Salary, fringe benefits, corporate environment
","does not pay attention to professional development,
Helpfu",,2.0,3.0,2.0,1.0,4.0,1.0,,,
Thu Aug 06 2020, RF Engineer,Ankara,Former Employee ,Defense Company,0,"Good salary for TR, big company.
","Bulky firm, cannot make quick decisions.
Helpfu",,4.0,4.0,5.0,4.0,5.0,4.0,Recommends,Positive Outlook,No opinion of CEO
Tue Jul 28 2020, Project Manager,,Former Employee ,A good place to work,0,"Good work-life balance, good environment
","Not so many training opportunities
Helpfu",,4.0,4.0,4.0,4.0,4.0,3.0,,,
Mon Jul 27 2020, Specialist,Ankara,Current Employee ,good choice,0,"higher salaries, working hours, people you work with
","difficulties for promotion, not social
Helpfu",,4.0,,,,,,,,
Thu Aug 06 2020, Senior Software Engineer,Ankara,Former Employee ,Perfect Place to work,0,"Great workplace, team work, great people
","Far away from city, not enough vacation days
Helpfu",,3.0,3.0,4.0,3.0,3.0,2.0,Recommends,Positive Outlook,Approves of CEO
Mon Jul 20 2020, Senior Software Engineer,Ankara,Former Employee ,Being an Aselsan Engineer,0,"Very good salary, corporate company, you won't get fired no matter how bad engineer you are.
","you won't get fired no matter how bad engineer you are, too long project times, no cutting edge tech required.
Helpfu",,2.0,4.0,1.0,3.0,4.0,1.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Thu Jul 02 2020, Digital Design Engineer,Ankara,Current Employee ,Best place to work in Turkey,0,"Good salary
Technical satisfaction
Talented team
Good research possibilities
","High work load
High product versatility
Helpfu",,5.0,,,,,,,,
Fri Jun 26 2020, Software Engineer,Ankara,Current Employee ,Go for it,0,"Friendly work environment, flexible working hours and good salary.
","Far away from the city center, people usually have to travel between 20km to 50km (for some office locations).
Helpfu",,4.0,4.0,4.0,3.0,4.0,3.0,Recommends,Neutral Outlook,
Sun Jun 07 2020, Senior Team Lead,Ankara,Current Employee ,good,0,"you can have many training courses
","depends on where you are
Helpfu",,4.0,,,,,,,,
Mon Jun 08 2020, Senior Software Engineer,Ankara,Former Employee ,Stable,0,"Competitive Salary in Ankara, good
","Not a dair company, political problems
Helpfu",,2.0,3.0,3.0,2.0,4.0,2.0,Recommends,Positive Outlook,Disapproves of CEO
Mon May 11 2020, Software Engineer,Ankara,Current Employee ,Nice engineering,0,"projects, coding, salary, nice place
","nothing to say negative about that
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,
Sun Apr 26 2020, Antenna Design Engineer,Ankara,Current Employee ,Good in dark,0,"good salary in turkey conditions
","so much crowded that you can not reathe
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Tue Mar 03 2020, Mechanical Engineer,Ankara,Former Employee ,Prestigious Company,0,"Good salary, Service, Good referance for the future
","Meal quality, Far from the city
Helpfu",,5.0,5.0,4.0,3.0,3.0,2.0,Recommends,Positive Outlook,No opinion of CEO
Sun Feb 23 2020,N/A,, ,"Not good, not bad",1,"Salary, working hours, location, reputation
","Improvement, less educated managers, crowded
Advice to Management
Change is important
Helpful (1","Change is important
",3.0,4.0,4.0,2.0,3.0,2.0,Recommends,Positive Outlook,
Tue Feb 18 2020,Anonymous,Ankara,Former Employee ,Can be tolerated,0,"Great salary, great deals with restaurants-hotels-gyms
","Stressed and unfriendly environment, close working spaces
Helpfu",,3.0,3.0,3.0,3.0,3.0,3.0,Recommends,Neutral Outlook,No opinion of CEO
Mon Jan 13 2020, Digital Design Engineer,Ankara,Former Employee ,Digital Design Engineer,0,"Good Salary
Job security
Working with bright people
","Could be stressful
Limited way up in terms of career
Helpfu",,4.0,4.0,5.0,4.0,5.0,4.0,Recommends,Positive Outlook,No opinion of CEO
Sat Dec 14 2019, Engineer,Ankara,Current Employee ,Long Working Hours,0,"Very good salary
Some projects are impressive and you can learn a lot
","- Long Working Hours (42.5 pw) , Some facilities are far away from the main residential areas, which adds extra traveling time apart from long working hours. Your effective working hours become more than 50pw
- Start to work at 7:30 am., which means many ppl get up around 6:00-6:30 am. 
- Some employees are employeed because they are referred by some upper or lower level politicians or bureaucrats.
Advice to Management
Shorten the working hours to 37.5 pw, start working later. You can see increasing efficiency
Helpfu","Shorten the working hours to 37.5 pw, start working later. You can see increasing efficiency
Helpfu",3.0,1.0,2.0,4.0,5.0,3.0,Recommends,Positive Outlook,Approves of CEO
Tue Oct 15 2019,N/A,, ,Wonderful company,0,"High-salary jobs
Work satisfication
High technology products
","Work life balance
Political pressure
Overworking hours
Advice to Management
Products for civil usage
Helpfu","Products for civil usage
Helpfu",4.0,2.0,4.0,4.0,5.0,5.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Mon Sep 23 2019, Talent Acquisition Specialist,Ankara,Former Employee ,A Great Opportunity for Anyone,0,"Great opportunity for self development, education and experience. You have the chance to experience all fields in HR, great benefit package, satisfactory salary
","You have to watch out for work-life balance
Helpfu",,4.0,2.0,5.0,5.0,5.0,4.0,Recommends,Neutral Outlook,Approves of CEO
Wed Sep 04 2019, Internship,,Former Employee ,Not for an internee,0,"High tech company
Long term projects
","No computer to software internees
Helpfu",,3.0,,,,,,,,
Mon Aug 19 2019,N/A,, ,Turkey’s one of the best company,0,"Salary
Flexible working hours
Kindergarden for the women employees’ children
","Unequal workload among employees
Unjust performance reviews
Advice to Management
Closely check the employees’ performance and grade/review them accordingly
Helpfu","Closely check the employees’ performance and grade/review them accordingly
Helpfu",4.0,3.0,3.0,3.0,4.0,2.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
Sat Aug 17 2019, Internship,Ankara,Former Employee ,I worked as a candidate engineer at Aselsan.,0,"It offers very good community, state-of-the-art technology. It has a Metro access.
","Ankara is not a good place to live. The salary is average.
Helpfu",,4.0,4.0,4.0,4.0,4.0,4.0,Recommends,Neutral Outlook,No opinion of CEO
Fri Aug 23 2019, Expert R&D Software Engineer,Ankara,Former Employee ,Review,0,"Good salary, challenging projects, reputation
","Bad location, slow dynamics and hars procedure
Helpfu",,3.0,3.0,2.0,3.0,5.0,2.0,Doesn't Recommend,Positive Outlook,No opinion of CEO
Wed Aug 07 2019, Project Engineer,Ankara,Former Employee ,Best Place to work in Turkey,0,"Good team, big projects, best health benefits, high salary, good kindergarten for moms
","tight schedules, customer pressure, high workload
Helpfu",,5.0,4.0,5.0,5.0,5.0,5.0,,,
Tue Jul 23 2019, Intern,Ankara,Current Employee ,Good Place for Interns,0,"Salary
Wealthy lunch
Free transportation
Relaxed atmosphere(beard, relaxed outfit, long hair etc)
","Early in the morning, everything is in military order
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Neutral Outlook,Approves of CEO
Wed Jun 26 2019, Senior Expert Engineer,,Former Employee ,Good for technical beginings,0,"good company culture, challenging, good technical personel
","life work balance, overload of employees
Helpfu",,4.0,3.0,4.0,4.0,4.0,3.0,Recommends,Negative Outlook,No opinion of CEO
Fri May 31 2019,Anonymous,,Current Employee ,Very Good Company,0,"Salaries compared with other related, reputation
","Away from hometown, take long times for promotion.
Helpfu",,4.0,4.0,4.0,3.0,4.0,3.0,Recommends,Positive Outlook,No opinion of CEO
Fri May 10 2019, Engineer,,Former Employee ,Great Company,0,"It has flexible working hours.
","Sometimes, it can be stressful.
Helpfu",,5.0,5.0,5.0,5.0,5.0,5.0,,,
Mon Apr 22 2019, Senior Software Developer,Ankara,Current Employee ,Competitive Workplace For,0,"Good to grow
Support for academic studies
Creating the leading technology
","Security priorities
Limited internet access
Military deduction
Helpfu",,4.0,4.0,4.0,5.0,4.0,3.0,Recommends,Positive Outlook,No opinion of CEO
Mon Apr 15 2019, Software Engineer,Ankara,Former Employee ,SE Aselsan,0,"High Salary for junior engineers
","Too much work in the company
Helpfu",,4.0,4.0,4.0,4.0,4.0,4.0,,,
Wed Apr 24 2019,Anonymous,,Former Employee ,Good place to work,0,"Working time is regular, unlike thr most place in Turkey, it is 40 hours.
","Educated people; however, their emotional intelligencr is really low.
Advice to Management
Check the managers attitude to employees.
Helpfu","Check the managers attitude to employees.
Helpfu",3.0,4.0,3.0,3.0,4.0,2.0,Recommends,Positive Outlook,No opinion of CEO
Tue Apr 09 2019, Lead Software Engineer,Ankara,Former Employee ,One of the best places to work if you live in Ankara,0,"Best place to work in Ankara for Electronics Engineers and Mechanical Engineers.
And a good place to work for Software Engineers if you choose a software heavy department.
Very good salary compared to salaries in Ankara.
Trustworthy employer/company with a good reputation
","Too far away from city center and too early starting hours, at 7:30 you need to be there unless you drive with your own car. No work from home option
Helpfu",,4.0,4.0,4.0,3.0,5.0,3.0,Recommends,,
Sun Mar 31 2019, Senior Systems Engineer,Ankara,Former Employee ,Good for learning desing skills,0,"Good place for learning software or hardware engineering after graduation
Higher salary compared to other local companies
","Inefficiency
Poor testing process
Office politics
Bad management
Helpfu",,3.0,4.0,4.0,3.0,4.0,2.0,Recommends,,
Fri Mar 22 2019, Senior Engineer,,Current Employee ,working for 20 years as a design engineer,0,"good tradition, friendly environment, good labs
","undergoing changes due to new management
Helpfu",,3.0,,,,,,,,
Thu Feb 28 2019, Senior Purchasing Specialist,Ankara,Current Employee ,Senior Purchasing Specialist,0,"One of the best in Turkey. You have a chance to improve yourself.
I am in contact with outdoors companies and have a chance to work internationally.
","Management can be changed suddenly , this can effect the performance of employees. Our company is improving very fast technically but for organization we have facing some manging problems.
Advice to Management
More communication with the employees.
Helpfu","More communication with the employees.
Helpfu",4.0,4.0,4.0,2.0,4.0,3.0,Recommends,Positive Outlook,No opinion of CEO
Mon Mar 11 2019,Anonymous,,Current Employee ,Good company,0,"Wage, education support, transportation, working hours
","Unplanned work load, bad managers,
Helpfu",,3.0,,,,,,,,
Tue Jan 22 2019, Senior Engineer,Ankara,Current Employee ,Engineering,0,"You can have your money in time.
","Hard to follow a long term career path
Helpfu",,4.0,2.0,3.0,4.0,4.0,2.0,Recommends,Positive Outlook,No opinion of CEO
Sat Feb 02 2019, Engineer,Ankara,Current Employee ,Good,0,"Salary is really good in its area
","Health insurance should be improved
Advice to Management
Change smt
Helpfu","Change smt
Helpfu",3.0,4.0,2.0,2.0,4.0,2.0,,,
Wed Jan 16 2019, Electronics Engineer,Ankara,Former Employee ,Good company for career build up,0,"Opportunity to learn. Knows to grow research staff.
","Slow and high buerocracy. Hard to implement out of the box ideas.
Advice to Management
Reform
Helpfu","Reform
Helpfu",4.0,3.0,4.0,4.0,5.0,3.0,,,
Sun Dec 16 2018,Anonymous,,Current Employee ,growing defence company,0,"Health Insurance
Semi-Flexible working hours
Free service bus from all parts of the city
","Performance evaluation system
Unfair work/benefit distribution
Helpfu",,4.0,4.0,3.0,3.0,4.0,2.0,Recommends,Positive Outlook,No opinion of CEO
Sun Dec 16 2018,Anonymous,,Former Employee ,Nice for fresh graduates,0,"Great colleagues, many benefits such as healthcare, lunches
","Poor management, too much hierarchy
Helpfu",,4.0,4.0,3.0,2.0,3.0,2.0,Recommends,Positive Outlook,No opinion of CEO
Sat Dec 08 2018,Anonymous,,Current Employee ,R&D engineer,0,"Good pay, great work&life balance
","Not optimal management, location is bad
Helpfu",,5.0,5.0,5.0,3.0,3.0,3.0,,,
Tue Dec 18 2018,Anonymous,,Current Employee ,Designer,0,"Many extra benefits, Good wage, Flexible hours,
","Not a place for Mech.Eng. 

Electronics discipline is #1 rank.
Helpfu",,3.0,,,,,,,,
Mon Dec 03 2018,Anonymous,,Current Employee ,Good choice,0,"Flexible working hours, nice colleagues
","Takes time to reach
Helpfu",,5.0,4.0,5.0,5.0,5.0,5.0,,,
Tue Nov 27 2018,Anonymous,,Current Employee ,Good place to work,0,"Courses, good salary, long vacation
","Startung to work at 07:30 am
Helpfu",,5.0,,,,,,,,
Tue Nov 27 2018, Systems Engineer,Ankara,Current Employee ,spot,0,"good environment, high technology, supports masters and phds
","not planned activites, no plans at all, strict deadlines, low fare
Helpfu",,5.0,3.0,5.0,1.0,2.0,1.0,Doesn't Recommend,Positive Outlook,Approves of CEO
Fri Nov 23 2018, Lead Engineer,Ankara,Current Employee ,Work as system design engineer,0,"High salary, reliable employer,lunch and breakfast
","Far from home, unclear job definition
Helpfu",,4.0,4.0,3.0,3.0,4.0,3.0,Recommends,Positive Outlook,No opinion of CEO
Mon Nov 26 2018,Anonymous,,Former Employee ,Project Engineer,0,"Satisfying salary, transportation benefits, good lunch
","lack of role definition, lack of fair performance assesments, inexprerienced executives
Helpfu",,3.0,3.0,2.0,3.0,3.0,2.0,,,
Fri Nov 02 2018, Expert Software Engineer,Ankara,Current Employee ,Aselsan,0,"Pays are higher than local average.
","Not very good work-life balance.
Helpfu",,4.0,2.0,3.0,3.0,4.0,3.0,Recommends,Negative Outlook,Approves of CEO
Thu Nov 01 2018,N/A,Ankara,Intern in Ankara,Good work environment,0,"Having the opportunity to work with good engineers
","Not a great place for an intern, they do not much care about interns
Helpfu",,4.0,5.0,4.0,5.0,5.0,3.0,Recommends,,Approves of CEO
Wed Nov 07 2018,Anonymous,,Current Employee ,Mechanical Engineer,0,"You would have too much free time
","Nothing to do as an engineer.
Advice to Management
Quit already
Helpfu","Quit already
Helpfu",3.0,5.0,2.0,4.0,5.0,2.0,Doesn't Recommend,Negative Outlook,
Mon Oct 22 2018, Software Engineer,,Current Employee ,Software Engineer,0,"Salary above standards Friendly environment
","Old ideologies especially on software development.
Helpfu",,4.0,3.0,4.0,4.0,4.0,3.0,,,
Mon Oct 15 2018, Lead Engineer,"Gölbaşı, Ankara",Current Employee ,Best Engineering Company in Turkey,0,"Infinite resources for learning. All kinds of engineering disciplines are employed.
","Campus far away from downtown.
Helpfu",,4.0,3.0,4.0,5.0,5.0,3.0,Recommends,Positive Outlook,No opinion of CEO
Tue Oct 09 2018,Anonymous,,Current Employee ,ASELSAN REVIEW,0,"Professional evolution opportunity, good for amateur spirited, have valuable manufacturing facilities
","Meetings may lengthen to unacceptable intervals, may require too much extra work hours
Helpfu",,4.0,2.0,4.0,4.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO
Tue Oct 09 2018,N/A,Ankara,Expert in Ankara,Expert Eng.,0,"Exciting work and problems helps in being expert
","too much meetings and long extra work
Advice to Management
none
Helpfu","none
Helpfu",4.0,,,,,,,,
Fri Sep 28 2018,Anonymous,,Current Employee ,Good place to work,0,"Salary, side benefits such as transportation, food and etc.
","Some departments work too much overtime
Helpfu",,4.0,3.0,3.0,2.0,4.0,3.0,Recommends,,
Sun Oct 07 2018, Design Engineer,,Current Employee ,My Review,0,"- if you work in a technical department, you have the chance to improve yourself.
- students are encouraged to have their MSc degree
","- too many stupid bureaucracy things happen
- processes are very slow
- there are many ""lazy"" engineers who pretends to be very busy.
- if you face to a non technical engineer in a project, they make you discover America again.
Helpfu",,3.0,3.0,3.0,3.0,3.0,3.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO
